16,085391139683,"10,000 BC","DVD",2008,tt0443649,110,"Roland Emmerich","null"
530,786936735413,"101 Dalmatians","DVD",1961,tt0115433,79,"Rod Taylor","null"
17,012569736634,"300","DVD",2007,tt0416449,116,"Zack Snyder","null"
476,031398221852,"3:10 to Yuma","DVD",2007,tt0381849,122,"James Mangold","null"
92,025192145025,"A Beautiful Mind [Un homme d'exception]","DVD",2001,tt0268978,136,"Ron Howard","null"
396,024543407010,"A Good Year","DVD",2006,tt0401445,118,"Ridley Scott","null"
252,794043100956,"A History of Violence","DVD",2005,tt0399146,96,"David Cronenberg","null"
199,043396150256,"A Knight's Tale","Blu-ray",2001,tt0183790,132,"Brian Helgeland","null"
206,085391115212,"Batman Begins","Blu-ray",2005,tt0372784,140,"Christopher Nolan","null"
